commodity,year,t1_value,origin_value,v_ratio,v_bucket,t1_qty,origin_qty,q_ratio,q_bucket,unit,n_origins,split
Tar,1889,99849,99849,1.0,exact01,134524,134524,1.0,exact01,Barrel,7,
Feathers — For Beds,1868,99773,0,0.0,nodata,10905,0,0.0,nodata,Cwt,0,
Spices — Cinnamon,1880,99757,99757,1.0,exact01,1566820,1566820,1.0,exact01,Lb,2,
"Manufactures Of Hair, And Of Goats' Wool",1886,99743,0,0.0,nodata,99743,0,0.0,nodata,Value,0,
Feathers — For Beds,1873,99667,99667,1.0,exact01,17897,17897,1.0,exact01,Cwt,4,
Wax,1871,99529,0,0.0,nodata,16736,0,0.0,nodata,Cwt,0,
Brimstone,1895,99367,99389,1.0002,exact01,498386,498456,1.0001,exact01,Cwt,3,
Galls,1873,99267,99267,1.0,exact01,36721,36721,1.0,exact01,Cwt,6,
Manufactures Of,1875,99073,0,0.0,nodata,777787,0,0.0,nodata,Lb,0,
Zinc — Ore Of,1896,98634,103544,1.0498,within5,21084,22361,1.0606,over,Ton,18,
Imitation Lard,1900,98629,0,0.0,nodata,71332,0,0.0,nodata,Cwt,0,
Whalebone,1897,98518,99632,1.0113,within5,3608,3629,1.0058,within5,Cwt,16,
Whalebone (Including Finners),1897,98518,0,0.0,nodata,3608,0,0.0,nodata,Cwt,0,
All Other Sorts,1880,98344,0,0.0,nodata,98344,0,0.0,nodata,Value,0,
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1900,98257,0,0.0,nodata,6484,0,0.0,nodata,Ton,0,
Of Other Sorts,1884,98232,0,0.0,nodata,98232,0,0.0,nodata,Cwt,0,
"Hats Or Bonnets, Of Straw, Trimmed Or Untrimmed",1900,98227,0,0.0,nodata,178361,0,0.0,nodata,Lb,0,
Tar,1900,98175,0,0.0,nodata,355416,0,0.0,nodata,Barrel,0,
Bark — Peruvian,1898,98132,0,0.0,nodata,45920,0,0.0,nodata,Cwt,0,
Candles Of All Sorts,1889,98122,98122,1.0,exact01,45865,45865,1.0,exact01,Cwt,6,
Galls,1886,98036,98036,1.0,exact01,36222,36222,1.0,exact01,Cwt,8,
"Meal, Unenumerated",1894,97921,102971,1.0516,over,447051,507051,1.1342,over,Cwt,11,
Waste Of,1899,97819,0,0.0,nodata,14028104,0,0.0,nodata,Lb,0,
Spices — Ginger,1889,97716,97712,1.0,exact01,63511,63011,0.9921,within5,Cwt,9,
Confectionery (Free And Dutiable),1893,97702,0,0.0,nodata,47563,0,0.0,nodata,Cwt,0,
"Plums, French, And Pruneloes",1898,97582,0,0.0,nodata,54913,0,0.0,nodata,Cwt,0,
"Plums, Commonly Called French Plums, And Prunelloes",1898,97582,0,0.0,nodata,4013,0,0.0,nodata,?,0,
Spices — Ginger (Raw),1873,97548,97548,1.0,exact01,36363,36363,1.0,exact01,Cwt,6,
Gold — Leaves Of,1899,97286,97286,1.0,exact01,49108570,49108570,1.0,exact01,Number,3,
Liquorice,1888,97227,97227,1.0,exact01,34831,34831,1.0,exact01,Cwt,7,
Wax,1883,97142,97142,1.0,exact01,28192,27892,0.9894,within5,Cwt,23,
"Manufactures Of Hair, And Of Goats' Wool",1868,97101,0,0.0,nodata,97101,0,0.0,nodata,Value,0,
Isinglass,1880,96960,94124,0.9708,within5,5532,5505,0.9951,within5,Cwt,6,
Candles Of All Sorts,1890,96853,96853,1.0,exact01,45433,45433,1.0,exact01,Cwt,4,
Beads Of All Sorts,1894,96765,97123,1.0037,within5,2388669,2392170,1.0015,within5,Lb,13,
Steel — Unwrought,1889,96720,0,0.0,nodata,10868,0,0.0,nodata,Ton,0,
Tares And Lentils,1892,96662,96599,0.9993,exact01,556898,556598,0.9995,exact01,Bushel,6,
"Unenumerated, Not Sweetened",1894,96595,0,0.0,nodata,2028070,0,0.0,nodata,Proof Gallon,0,
"Perfumery, And Articles Used In The Manufacture Thereof, Except Perfumed Spirits",1900,96589,0,0.0,nodata,891849,0,0.0,nodata,Lb,0,
Wax,1879,96574,96574,1.0,exact01,18674,18374,0.9839,within5,Cwt,6,
"Unenumerated, Not Sweetened Or Mixed",1894,96507,96595,1.0009,exact01,2028070,2025070,0.9985,within5,Proof Gallon,9,
"Manganese, Ore Of",1874,96407,96407,1.0,exact01,17582,17642,1.0034,within5,Ton,4,
Kowrie,1876,96388,17880,0.1855,under,38200,7077,0.1853,under,Cwt,2,
Spices — Cinnamon,1883,96252,96252,1.0,exact01,1697770,1697770,1.0,exact01,Lb,6,
Feathers And Down — For Beds,1898,96239,0,0.0,nodata,39199,0,0.0,nodata,Cwt,0,
"Feathers And Down, In Beds Or For Beds",1898,96239,0,0.0,nodata,30199,0,0.0,nodata,Cwt,0,
Alkali,1896,96130,96150,1.0002,exact01,176156,175656,0.9972,within5,Cwt,8,
Feathers — For Beds,1895,96091,0,0.0,nodata,29833,0,0.0,nodata,Cwt,0,
Feathers And Down — For Beds,1895,96091,0,0.0,nodata,29833,0,0.0,nodata,Cwt,0,
Cherries — Raw,1895,96047,96047,1.0,exact01,195632,195602,0.9998,exact01,Bushel,4,
Cherries,1895,96047,0,0.0,nodata,195632,0,0.0,nodata,Bushel,0,
Plumbago,1878,95858,95858,1.0,exact01,6056,6056,1.0,exact01,Ton,4,
Cochineal (Including Granilla And Dust),1886,95688,95688,1.0,exact01,14941,14941,1.0,exact01,Cwt,5,
Tares And Lentils,1875,95670,95670,1.0,exact01,302089,302089,1.0,exact01,Bushel,4,
Straw,1889,95635,0,0.0,nodata,450058,0,0.0,nodata,Lb,0,
"Hair — Cow, Ox, Bull, Or Elk",1885,95617,95647,1.0003,exact01,60980,57980,0.9508,within5,Cwt,9,
"Cow, Ox, Bull, Or Elk",1885,95617,0,0.0,nodata,60980,0,0.0,nodata,?,0,
Gutta Percha — Raw,1869,95616,0,0.0,nodata,15398,0,0.0,nodata,Cwt,0,
Manufactures Of,1873,95601,0,0.0,nodata,863246,0,0.0,nodata,Lb,0,
Embroidery And Needlework,1869,95584,0,0.0,nodata,95584,0,0.0,nodata,Value,0,
"Animals, Living — Swine",1889,95373,95373,1.0,exact01,25324,25324,1.0,exact01,Number,5,
"Horses (Including Ponies), Viz., Stallions",1900,95290,0,0.0,nodata,900,0,0.0,nodata,Number,0,
Steel — Unwrought,1895,95003,0,0.0,nodata,10862,0,0.0,nodata,Ton,0,
Manures — Guano,1893,94721,115534,1.2197,over,18311,20417,1.115,over,Ton,13,
"Unenumerated, Not Sweetened Or Mixed",1893,94677,94677,1.0,exact01,1727786,1727786,1.0,exact01,Proof Gallon,11,
"Unenumerated, Not Sweetened",1893,94677,0,0.0,nodata,1727786,0,0.0,nodata,Proof Gallon,0,
"Manufactures, Unenumerated",1880,94296,0,0.0,nodata,94296,0,0.0,nodata,Value,0,
"Preserved, Otherwise Than By Salting",1869,94260,0,0.0,nodata,32214,0,0.0,nodata,Cwt,0,
Embroidery And Needlework,1875,94105,0,0.0,nodata,94105,0,0.0,nodata,Value,0,
Moss Litter,1895,94032,94032,1.0,exact01,85693,85603,0.9989,within5,Ton,4,
Brimstone,1896,94012,94012,1.0,exact01,452565,452565,1.0,exact01,Cwt,3,
Isinglass,1892,94007,148008,1.5744,over,7467,12432,1.6649,over,Cwt,11,
"Hair — Cow, Ox, Bull, Or Elk",1899,93967,101748,1.0828,over,75040,76835,1.0239,within5,Cwt,20,
Kowrie,1872,93704,93704,1.0,exact01,49748,49748,1.0,exact01,Cwt,2,
Tar,1879,93482,93482,1.0,exact01,140507,140507,1.0,exact01,Barrel,3,
Galls,1868,93352,0,0.0,nodata,25842,0,0.0,nodata,Cwt,0,
"Of Other Materials, Trimmed Or Untrimmed",1898,93196,0,0.0,nodata,1524989,0,0.0,nodata,Number,0,
Confectionery (Free And Dutiable),1896,93173,0,0.0,nodata,40812,0,0.0,nodata,Cwt,0,
Manufactures Of,1874,93036,0,0.0,nodata,868082,0,0.0,nodata,Lb,0,
Animal,1893,92994,0,0.0,nodata,49953,0,0.0,nodata,Cwt,0,
"Wool — Other Kinds, And Flocks",1894,92859,94209,1.0145,within5,1869766,1892920,1.0124,within5,Lb,7,
Madder,1870,92683,0,0.0,nodata,37820,0,0.0,nodata,Cwt,0,
Plumbago,1873,92618,92618,1.0,exact01,5488,5488,1.0,exact01,Ton,4,
Waste Of (Raw And Yarn),1895,92588,132311,1.429,over,14467942,21993677,1.5202,over,Lb,15,
"Manufactures, Unenumerated",1881,92579,0,0.0,nodata,92579,0,0.0,nodata,Value,0,
Isinglass,1890,92393,92593,1.0022,within5,6987,7057,1.01,within5,Cwt,9,
Bark — Peruvian,1900,92187,0,0.0,nodata,41108,0,0.0,nodata,Cwt,0,
Dried Or Preserved,1897,92105,0,0.0,nodata,58674,0,0.0,nodata,Cwt,0,
"Fruit, Dried Or Preserved, Liable To Duty — Dried Or Preserved (Including Dried Apricots) „",1897,92105,0,0.0,nodata,58674,0,0.0,nodata,?,0,
"Unenumerated, Not Sweetened",1891,92057,0,0.0,nodata,1639895,0,0.0,nodata,Proof Gallon,0,
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1896,92011,92011,1.0,exact01,6444,6444,1.0,exact01,Ton,14,
"Unenumerated, Not Sweetened",1879,91991,0,0.0,nodata,1217540,0,0.0,nodata,Proof Gallon,0,
Gutta Percha — Raw,1868,91850,0,0.0,nodata,16279,0,0.0,nodata,Cwt,0,
"Fruit, Dried Or Preserved, Liable To Duty — Dried Or Preserved (Including Dried Apricots) „",1899,91795,0,0.0,nodata,1000,0,0.0,nodata,?,0,
Embroidery And Needlework,1871,91782,0,0.0,nodata,91782,0,0.0,nodata,Value,0,
Straw,1876,91712,0,0.0,nodata,478480,0,0.0,nodata,Lb,0,
Feathers — For Beds,1878,91679,91679,1.0,exact01,20602,20602,1.0,exact01,Cwt,6,
Cows,1900,91616,0,0.0,nodata,5073,0,0.0,nodata,Number,0,
Hats Or Bonnets — Of Felt,1884,91551,91551,1.0,exact01,577992,577992,1.0,exact01,Number,4,
Isinglass,1894,91380,154431,1.69,over,8037,13736,1.7091,over,Cwt,15,
Hats Or Bonnets — Of Straw,1893,91324,91716,1.0043,within5,550934,552257,1.0024,within5,Lb,9,
Straw,1893,91324,72923,0.7985,under,550934,0,0.0,nodata,Lb,8,
Beads Of All Sorts,1890,91237,90406,0.9909,within5,2382710,2359411,0.9902,within5,Lb,6,
Galls,1893,91197,140912,1.5451,over,36121,56159,1.5547,over,Cwt,10,
Sugar — Molasses,1882,91134,91134,1.0,exact01,207974,207974,1.0,exact01,Cwt,6,
Feathers And Down — For Beds,1897,90905,0,0.0,nodata,35937,0,0.0,nodata,Cwt,0,
"Feathers And Down, In Beds Or For Beds",1897,90905,0,0.0,nodata,35937,0,0.0,nodata,Cwt,0,
Isinglass,1889,90892,90892,1.0,exact01,7277,7277,1.0,exact01,Cwt,10,
Kowrie,1875,90864,16117,0.1774,under,34730,5463,0.1573,under,Cwt,3,
Moss Litter,1900,90690,0,0.0,nodata,76925,0,0.0,nodata,Ton,0,
Beads Of All Sorts,1885,90687,86668,0.9557,within5,1570286,1550227,0.9872,within5,Lb,6,
Boots And Shoes,1869,90619,0,0.0,nodata,0,0,,noanchor,Dozen Pairs,0,
"Manufactures, Unenumerated",1890,90612,0,0.0,nodata,0,0,,noanchor,Value,0,
Tar,1880,90594,16822,0.1857,under,131272,25823,0.1967,under,Barrel,3,
Steel — Unwrought,1893,90506,0,0.0,nodata,8934,0,0.0,nodata,Ton,0,
"Old Broken, And Old Broken Steel",1899,90426,0,0.0,nodata,31916,0,0.0,nodata,Ton,0,
Madder,1875,90387,90387,1.0,exact01,38241,38241,1.0,exact01,Cwt,3,
Hats Or Bonnets — Of Straw,1897,90335,89653,0.9925,within5,226936,225445,0.9934,within5,Lb,8,
Straw,1897,90335,206119,2.2817,over,226936,0,0.0,nodata,Lb,7,
"Hats Or Bonnets, Of Straw, Trimmed Or Untrimmed",1897,90335,0,0.0,nodata,226936,0,0.0,nodata,Lb,0,
Hats Or Bonnets — Of Felt,1870,90011,0,0.0,nodata,300042,0,0.0,nodata,Number,0,
Candles Of All Sorts,1891,90010,90040,1.0003,exact01,41456,41456,1.0,exact01,Cwt,4,
Imitation Lard,1899,90010,0,0.0,nodata,78281,0,0.0,nodata,Cwt,0,
Feathers — For Beds,1887,89968,89968,1.0,exact01,23886,23886,1.0,exact01,Cwt,9,
"Plums, Commonly Called French Plums, And Prunelloes",1897,89863,0,0.0,nodata,12336,0,0.0,nodata,?,0,
Manures — Guano,1897,89812,89192,0.9931,within5,16734,16680,0.9968,within5,Ton,12,
Cotton-Seed Cake,1896,89727,0,0.0,nodata,89727,0,0.0,nodata,?,0,
"Of Other Materials, Trimmed Or Untrimmed",1897,89684,0,0.0,nodata,1707589,0,0.0,nodata,Number,0,
Madder,1869,89536,0,0.0,nodata,38139,0,0.0,nodata,Cwt,0,
Liquorice,1868,89482,0,0.0,nodata,37470,0,0.0,nodata,Cwt,0,
Liquorice,1882,89339,89339,1.0,exact01,33272,33272,1.0,exact01,Cwt,4,
"Manufactures Of Hair, And Of Goats' Wool",1887,89336,0,0.0,nodata,89336,0,0.0,nodata,Value,0,
"Of Other Materials, Trimmed Or Untrimmed",1899,89242,0,0.0,nodata,2176939,0,0.0,nodata,Number,0,
"Metals — Manufactures, Unenumerated",1882,89138,0,0.0,nodata,89138,0,0.0,nodata,Value,0,
"Garden, Unenumerated",1897,89108,89018,0.999,within5,2545511,2536421,0.9964,within5,Lb,13,
Imitation Lard,1898,89025,0,0.0,nodata,84454,0,0.0,nodata,Cwt,0,
Beads Of All Sorts,1898,88945,91274,1.0262,within5,2656524,2659575,1.0011,within5,Lb,10,
Beads Of All Sorts,1891,88821,88637,0.9979,within5,2219436,2219390,1.0,exact01,Lb,6,
Beads Of All Sorts,1880,88768,0,0.0,nodata,1986604,0,0.0,nodata,Lb,0,
"Hair — Cow, Ox, Bull, Or Elk",1895,88728,100391,1.1314,over,66319,69474,1.0476,within5,Cwt,21,
"Cow, Ox, Bull, Or Elk",1895,88728,0,0.0,nodata,66319,0,0.0,nodata,?,0,
"Animals, Living — Sheep And Lambs",1893,88530,89224,1.0078,within5,62682,63376,1.0111,within5,Number,6,
Beads Of All Sorts,1895,88514,88903,1.0044,within5,2576188,2496669,0.9691,within5,Lb,9,
Confectionery,1893,88393,107808,1.2196,over,45836,56133,1.2246,over,Cwt,11,
Isinglass,1885,88379,88379,1.0,exact01,6412,6412,1.0,exact01,Cwt,8,
Of Other Sorts,1886,88317,0,0.0,nodata,88317,0,0.0,nodata,Cwt,0,
"Wool — Other Kinds, And Flocks",1896,88226,78886,0.8941,under,1660617,1623912,0.9779,within5,Lb,6,
"Chicory, Raw Or Kiln-Dried",1880,88129,88129,1.0,exact01,142011,142011,1.0,exact01,Cwt,3,
Steel — Unwrought,1884,88052,0,0.0,nodata,6723,0,0.0,nodata,Ton,0,
Isinglass,1895,87972,149711,1.7018,over,7342,12204,1.6622,over,Cwt,16,
Feathers — For Beds,1893,87971,0,0.0,nodata,25373,0,0.0,nodata,Cwt,0,
Feathers And Down — For Beds,1893,87971,87971,1.0,exact01,25373,25373,1.0,exact01,Cwt,10,
"Unenumerated, Not Sweetened",1892,87926,0,0.0,nodata,1591123,0,0.0,nodata,Proof Gallon,0,
Alkali,1882,87886,87886,1.0,exact01,67019,67019,1.0,exact01,Cwt,4,
Isinglass,1893,87663,142739,1.6283,over,7326,12292,1.6779,over,Cwt,18,
"Animals, Living — Swine",1877,87594,0,0.0,nodata,20031,0,0.0,nodata,Number,0,
Manufactures Of,1879,87591,0,0.0,nodata,798772,0,0.0,nodata,Lb,0,
Steel — Unwrought,1891,87568,0,0.0,nodata,8436,0,0.0,nodata,Ton,0,
Feathers — For Beds,1869,87519,0,0.0,nodata,9613,0,0.0,nodata,Cwt,0,
"Wool — Alpaca, Vicuña, And Llama",1883,87494,87494,1.0,exact01,1517977,1517977,1.0,exact01,Lb,5,
"Platina, Wrought Or Unwrought",1897,87477,88631,1.0132,within5,72564,72401,0.9978,within5,Oz Troy,4,
Feathers — For Beds,1896,87425,0,0.0,nodata,26637,0,0.0,nodata,Cwt,0,
Feathers And Down — For Beds,1896,87425,0,0.0,nodata,26637,0,0.0,nodata,Cwt,0,
"Feathers And Down, In Beds Or For Beds",1896,87425,0,0.0,nodata,26637,0,0.0,nodata,Cwt,0,
Embroidery And Needlework,1873,87419,0,0.0,nodata,87419,0,0.0,nodata,Value,0,
Galls,1884,87413,154214,1.7642,over,37307,38242,1.0251,within5,Cwt,10,
Beads Of All Sorts,1887,87323,87117,0.9976,within5,1377642,1372279,0.9961,within5,Lb,7,
Isinglass,1888,87156,87156,1.0,exact01,6824,6824,1.0,exact01,Cwt,10,
Beads — Of Glass,1880,87131,86827,0.9965,within5,1979182,1949182,0.9848,within5,Lb,4,
"Of Other Materials, Trimmed Or Untrimmed",1896,87129,0,0.0,nodata,1149620,0,0.0,nodata,Number,0,
Embroidery And Needlework,1872,87097,0,0.0,nodata,87097,0,0.0,nodata,Value,0,
Unenumerated,1897,86861,0,0.0,nodata,184767,0,0.0,nodata,Value,0,
Straw,1890,86812,0,0.0,nodata,466529,0,0.0,nodata,Lb,0,
Feathers — For Beds,1872,86629,0,0.0,nodata,15964,0,0.0,nodata,Cwt,0,
"Manganese, Ore Of",1875,86450,86450,1.0,exact01,16505,16505,1.0,exact01,Ton,4,
Isinglass,1875,86443,86443,1.0,exact01,4504,4504,1.0,exact01,Cwt,5,
Oil-Seed Cake — Of Other Sorts,1893,86349,115934,1.3426,over,17119,22414,1.3093,over,Ton,13,
Embroidery And Needlework,1874,86279,0,0.0,nodata,86279,0,0.0,nodata,Value,0,
Sugar — Molasses,1880,86251,86251,1.0,exact01,211541,211541,1.0,exact01,Cwt,7,
"Manufactures, Unenumerated",1874,86211,0,0.0,nodata,86211,0,0.0,nodata,Value,0,
"Old, Fit Only To Be Re-Manufactured",1895,85891,87596,1.0199,within5,3223,3404,1.0562,over,Ton,23,
Tar,1895,85865,85865,1.0,exact01,121591,121591,1.0,exact01,Barrel,4,
"Hair — Cow, Ox, Bull, Or Elk",1883,85663,85656,0.9999,exact01,62869,62569,0.9952,within5,Cwt,11,
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1897,85609,0,0.0,nodata,5898,0,0.0,nodata,Ton,0,
Wax,1888,85603,85603,1.0,exact01,26659,26659,1.0,exact01,Cwt,19,
"Chicory, Raw Or Kiln-Dried",1881,85463,85463,1.0,exact01,137495,137495,1.0,exact01,Cwt,3,
Steel — Unwrought,1890,85442,0,0.0,nodata,8144,0,0.0,nodata,Ton,0,
Waste Of (Raw And Yarn),1898,85414,85332,0.999,exact01,13644422,13644425,1.0,exact01,Lb,10,
Waste Of,1898,85414,0,0.0,nodata,13644422,0,0.0,nodata,Lb,0,
Cochineal (Including Granilla And Dust),1885,85380,85380,1.0,exact01,14228,14228,1.0,exact01,Cwt,6,
Embroidery And Needlework,1882,85226,0,0.0,nodata,85226,0,0.0,nodata,Value,0,
Steel — Unwrought,1871,85162,0,0.0,nodata,7610,0,0.0,nodata,Ton,0,
Spices — Ginger,1892,85094,151517,1.7806,over,34411,60911,1.7701,over,Cwt,10,
Ginger,1892,85094,0,0.0,nodata,34411,0,0.0,nodata,Cwt,0,
"Meal, Unenumerated",1900,84886,0,0.0,nodata,329760,0,0.0,nodata,Cwt,0,
Isinglass,1869,84755,0,0.0,nodata,3287,0,0.0,nodata,Cwt,0,
"Garden, Unenumerated",1896,84698,87424,1.0322,within5,2675056,2710596,1.0133,within5,Lb,13,
Garden,1896,84698,0,0.0,nodata,2675056,0,0.0,nodata,Lb,0,
Isinglass,1876,84629,84629,1.0,exact01,4423,4523,1.0226,within5,Cwt,6,
Embroidery And Needlework,1877,84609,0,0.0,nodata,84609,0,0.0,nodata,Value,0,
Paper — Hangings,1874,84547,75577,0.8939,under,11639,10160,0.8729,under,Cwt,1,
Manufactures Of India And China,1869,84446,0,0.0,nodata,172128,0,0.0,nodata,Pieces,0,
Ore Of,1894,84218,8559,0.1016,under,475,606,1.2758,over,Ton,5,
Beads Of All Sorts,1893,84185,85590,1.0167,within5,2131459,2138799,1.0034,within5,Lb,10,
"Animals, Living — Swine",1884,84153,84153,1.0,exact01,26437,26437,1.0,exact01,Number,4,
Cochineal (Including Granilla And Dust),1884,84081,84091,1.0001,exact01,14766,14766,1.0,exact01,Cwt,5,
Plumbago,1887,83958,83958,1.0,exact01,8026,8026,1.0,exact01,Ton,5,
"Hair — Cow, Ox, Bull, Or Elk",1886,83941,124643,1.4849,over,83941,80941,0.9643,within5,Cwt,10,
Wood Pulp Board,1895,83912,0,0.0,nodata,171548,0,0.0,nodata,Cwt,0,
Liquorice,1869,83832,0,0.0,nodata,38146,0,0.0,nodata,Cwt,0,
Liquorice,1891,83786,83786,1.0,exact01,29324,29024,0.9898,within5,Cwt,5,
All Other Sorts,1881,83762,0,0.0,nodata,83762,0,0.0,nodata,Value,0,
Galls,1889,83734,83734,1.0,exact01,32060,32060,1.0,exact01,Cwt,10,
Part Wrought,1894,83558,86476,1.0349,within5,1753,1809,1.0319,within5,Ton,6,
Liquorice,1893,83346,83163,0.9978,within5,34156,34031,0.9963,within5,Cwt,5,
Animal,1896,83205,0,0.0,nodata,64323,0,0.0,nodata,Cwt,0,
All Other Sorts,1886,83159,0,0.0,nodata,83159,0,0.0,nodata,Value,0,
Isinglass,1870,83022,0,0.0,nodata,3530,0,0.0,nodata,Cwt,0,
"Hair — Cow, Ox, Bull, Or Elk",1896,82561,89597,1.0852,over,64247,68799,1.0709,over,Cwt,20,
"Cow, Ox, Bull, Or Elk",1896,82561,0,0.0,nodata,64247,0,0.0,nodata,?,0,
Bones For Manufacturing Purposes,1889,82528,0,0.0,nodata,9752,0,0.0,nodata,Ton,0,
Beads Of All Sorts,1881,82500,0,0.0,nodata,1618625,0,0.0,nodata,Lb,0,
Liquorice,1899,82443,82683,1.0029,within5,34700,34233,0.9865,within5,Cwt,6,
Embroidery And Needlework,1878,82428,0,0.0,nodata,82428,0,0.0,nodata,Value,0,
Feathers — For Beds,1894,82422,0,0.0,nodata,26383,0,0.0,nodata,Cwt,0,
Feathers And Down — For Beds,1894,82422,0,0.0,nodata,26383,0,0.0,nodata,Cwt,0,
"Varnished, Japanned Or Enamelled",1894,82365,82365,1.0,exact01,3210,3231,1.0065,within5,Cwt,5,
"Manganese, Ore Of",1883,82314,82314,1.0,exact01,22362,22362,1.0,exact01,Ton,14,
Kowrie,1885,82266,512250,6.2268,over,82266,163242,1.9843,over,Cwt,6,
Saumur,1899,81978,0,0.0,nodata,155044,0,0.0,nodata,?,0,
Alkali,1883,81952,81952,1.0,exact01,60466,60466,1.0,exact01,Cwt,7,
"Animals, Living — Swine",1881,81917,0,0.0,nodata,24283,0,0.0,nodata,Number,0,
Saumur,1898,81829,0,0.0,nodata,152739,0,0.0,nodata,?,0,
Liquorice,1873,81776,81776,1.0,exact01,29179,29179,1.0,exact01,Cwt,5,
Whalebone (Whalefins),1883,81676,78376,0.9596,within5,2734,2734,1.0,exact01,Cwt,10,
Liquorice,1890,81669,81669,1.0,exact01,27447,27447,1.0,exact01,Cwt,6,
Wood Pulp Board,1896,81580,0,0.0,nodata,175352,0,0.0,nodata,Cwt,0,
Tar,1898,81527,0,0.0,nodata,110049,0,0.0,nodata,Barrel,0,
"Manufactures Of Hair, And Of Goats' Wool",1879,81301,0,0.0,nodata,81301,0,0.0,nodata,Value,0,
"Garden, Unenumerated",1898,81246,81237,0.9999,exact01,2146771,2136655,0.9953,within5,Lb,13,
Liquorice,1889,81226,81226,1.0,exact01,29501,29504,1.0001,exact01,Cwt,6,
"Unenumerated, Not Sweetened Or Mixed",1899,81195,0,0.0,nodata,1258368,0,0.0,nodata,Proof Gallon,0,
Liquorice,1886,81042,81042,1.0,exact01,27019,27019,1.0,exact01,Cwt,6,
Isinglass,1868,81035,0,0.0,nodata,2853,0,0.0,nodata,Cwt,0,
Galls,1891,80995,80995,1.0,exact01,38517,38514,0.9999,exact01,Cwt,7,
Asphalt Or Bitumen,1894,80993,80993,1.0,exact01,24716,24716,1.0,exact01,Ton,6,
Lead — Ore Of,1892,80812,80812,1.0,exact01,18217,18217,1.0,exact01,Ton,14,
Liquorice,1887,80746,80746,1.0,exact01,26378,26378,1.0,exact01,Cwt,5,
Galls,1882,80712,80712,1.0,exact01,30066,30706,1.0213,within5,Cwt,6,
Manufactures Of,1872,80677,0,0.0,nodata,725855,0,0.0,nodata,Lb,0,
Tar,1892,80412,80412,1.0,exact01,131886,131886,1.0,exact01,Barrel,5,
Safflower,1872,80371,25219,0.3138,under,10169,0,0.0,nodata,Cwt,3,
Liquorice,1896,80338,91295,1.1364,over,35252,42455,1.2043,over,Cwt,7,
Isinglass,1886,80307,80307,1.0,exact01,5952,5952,1.0,exact01,Cwt,7,
Whalebone,1899,80292,79348,0.9882,within5,3452,3478,1.0075,within5,Cwt,16,
Whalebone (Including Finners),1899,80292,0,0.0,nodata,3452,0,0.0,nodata,Cwt,0,
"Horses (Including Ponies), Viz., Stallions",1893,80270,0,0.0,nodata,505,0,0.0,nodata,Number,0,
Feathers — For Beds,1879,80238,80238,1.0,exact01,16876,16846,0.9982,within5,Cwt,5,
Beads — Of Glass,1881,80179,80179,1.0,exact01,1613771,1613771,1.0,exact01,Lb,4,
"Meat — Salted Or Fresh, Not Otherwise Described",1885,80156,80126,0.9996,exact01,27776,27776,1.0,exact01,Cwt,8,
Liquorice,1883,80035,80035,1.0,exact01,27960,27960,1.0,exact01,Cwt,7,
Of Felt,1898,80025,0,0.0,nodata,548081,0,0.0,nodata,Number,0,
Tar,1891,79940,79940,1.0,exact01,124868,124868,1.0,exact01,Barrel,8,
Straw,1877,79925,0,0.0,nodata,478541,0,0.0,nodata,Lb,0,
Oil — Animal,1868,79919,0,0.0,nodata,32510,0,0.0,nodata,Cwt,0,
Animal,1868,79919,0,0.0,nodata,32510,0,0.0,nodata,Cwt,0,
Paper — Hangings,1873,79892,79892,1.0,exact01,10573,10573,1.0,exact01,Cwt,2,
"Chicory, Raw Or Kiln-Dried",1873,79758,79758,1.0,exact01,113304,113304,1.0,exact01,Cwt,3,
Beads Of All Sorts,1900,79685,0,0.0,nodata,2165503,0,0.0,nodata,Lb,0,
Beads Of All Sorts,1897,79539,79964,1.0053,within5,2308562,2322372,1.006,within5,Lb,9,
Whalefins,1870,79482,0,0.0,nodata,4260,0,0.0,nodata,Cwt,0,
Spices — Cinnamon,1899,79433,0,0.0,nodata,2770341,0,0.0,nodata,Lb,0,
Tares And Lentils,1879,79396,79396,1.0,exact01,321172,321172,1.0,exact01,Bushel,3,
Candles Of All Sorts,1892,79388,79388,1.0,exact01,38235,38235,1.0,exact01,Cwt,5,
Asphalt Or Bitumen,1893,79352,79352,1.0,exact01,29369,29369,1.0,exact01,Ton,7,
"Platina, Wrought Or Unwrought",1895,79191,79411,1.0028,within5,60529,60679,1.0025,within5,Oz Troy,4,
